label,lat,lon,precision,place
Poland_Corded_Ware_Proto-Unetice,51.60,17.50,region,"Greater Poland / Silesia, Poland"
Poland_EBA_Chlopice_Vesele,49.95,22.65,site,"Chlopice, Podkarpackie, Poland"
Poland_EBA_Gustorzyn,52.62,18.83,site,"Gustorzyn, Kuyavia, Poland"
Poland_EBA_Iwiny,51.22,15.62,site,"Iwiny, Lower Silesia, Poland"
Poland_EBA_Iwno,52.37,17.28,site,"Iwno, Greater Poland, Poland"
Poland_EBA_Mierzanowice,50.79,21.53,site,"Mierzanowice, Swietokrzyskie, Poland"
Poland_EBA_Strzyzow,50.78,24.05,site,"Strzyzow, Hrubieszow County, Poland"
Poland_EBA_Unetice,51.10,16.90,region,"Silesia, Poland"
Poland_EN_LBK_Kruszyn,52.62,18.95,site,"Kruszyn near Wloclawek, Poland"
Poland_Early-High_Medieval_Gniezno,52.53,17.60,site,"Gniezno, Greater Poland, Poland"
Poland_Early_Medieval_Markowice,52.75,18.35,site,"Markowice, Kuyavia, Poland"
Poland_Early_Medieval_Niemcza,50.72,16.84,site,"Niemcza, Lower Silesia, Poland"
Poland_Early_Medieval_Viking_Age_Bodzia,52.60,19.00,site,"Bodzia near Wloclawek, Poland"
Poland_Early_Medieval_Viking_Age_Cedynia,52.87,14.20,site,"Cedynia, West Pomerania, Poland"
Poland_Early_Medieval_Viking_Age_Sandomierz,50.68,21.75,site,"Sandomierz, Swietokrzyskie, Poland"
Poland_Early_Modern_Puck,54.72,18.41,site,"Puck, Pomerania, Poland"
Poland_Early_Modern_Tunel_Wielki,50.20,19.83,site,"Tunel Wielki Cave, Ojcow, Poland"
Poland_High_Medieval_Balczewo,52.75,18.42,site,"Balczewo, Kuyavia, Poland"
Poland_High_Medieval_Cedynia,52.87,14.20,site,"Cedynia, West Pomerania, Poland"
Poland_High_Medieval_Dziekanowice,52.53,17.38,site,"Dziekanowice, Lake Lednica, Poland"
