label,lat,lon,precision,place
Tibet_Medieval_Rangjun,29.25,91.77,guess,"Lhoka (Shannan), Tibet, China"
Tibet_Medieval_Shigou,29.65,91.10,guess,"Lhasa area, Tibet, China"
Tibet_Medieval_Tubo_Lajue,29.25,91.77,guess,"Lhoka (Shannan), Tibet, China"
Tibet_Medieval_Yushu,33.00,97.00,district,"Yushu, Qinghai, China"
Tibet_N_Mabu_Co,28.55,89.60,site,"Mabu Co, Kangmar, Shigatse, Tibet, China"
Tibet_N_Zongri_4.1k_BP,35.25,100.60,site,"Zongri, Tongde, Qinghai, China"
Tibet_N_Zongri_4.5k_BP,35.25,100.60,site,"Zongri, Tongde, Qinghai, China"
Tibet_N_Zongri_4.7k_BP,35.25,100.60,site,"Zongri, Tongde, Qinghai, China"
Tibet_N_Zongri_5.1k_BP,35.25,100.60,site,"Zongri, Tongde, Qinghai, China"
Tibet_Pre-IA_(LNBA)_Gebusailu,31.48,79.80,site,"Gebusailu, Zanda, Ngari, Tibet, China"
Tibet_Pre-IA_(LNBA)_Ousui,31.50,80.00,guess,"Ngari, Tibet, China"
Tibet_Pre-IA_(LNBA)_Pukagongma,31.50,79.85,guess,"Zanda, Ngari, Tibet, China"
Tibet_Pre-IA_(LNBA)_Redilong,31.45,79.75,guess,"Zanda, Ngari, Tibet, China"
Tibet_Pre-IA_(LNBA)_Sila,29.60,94.40,guess,"Nyingchi, Tibet, China"
Tibet_Pre-IA_(LNBA)_Tingcun,29.60,94.40,guess,"Nyingchi, Tibet, China"
Tonga_2500BP,-21.20,-175.20,region,"Tongatapu, Tonga"
Tunisia_EN_Doukanet_el-Khoutifa,36.05,9.25,site,"Doukanet el-Khoutifa, Siliana, Tunisia"
Tunisia_IA-Classical_Phoenician/Punic_Kerkouane,36.95,11.10,site,"Kerkouane, Nabeul, Tunisia"
Tunisia_LSA_Djebba,36.48,9.13,site,"Djebba, Beja, Tunisia"
Tunisia_N_Doukanet_el-Khoutifa,36.05,9.25,site,"Doukanet el-Khoutifa, Siliana, Tunisia"
Tunisia_N_Hergla,36.03,10.51,site,"Hergla, Sousse, Tunisia"
Turkmenistan_BA_Gonur_Tepe,38.21,62.03,site,"Gonur Depe, Mary, Turkmenistan"
Turkmenistan_EBA_Parkhai,38.43,56.29,site,"Parkhai, Sumbar valley, Turkmenistan"
Turkmenistan_Eneolithic_Anau_Monjukli-Depe,37.05,60.50,site,"Monjukli Depe, Meana, Turkmenistan"
Turkmenistan_Eneolithic_Geoksyur,37.20,60.70,site,"Geoksyur, Tejen oasis, Turkmenistan"
Turkmenistan_Eneolithic_Namazga_Tepe,37.30,59.85,site,"Namazga Depe, Kaka, Turkmenistan"
Turkmenistan_Eneolithic_Parkhai,38.43,56.29,site,"Parkhai, Sumbar valley, Turkmenistan"
Turkmenistan_Eneolithic_Tepe_Anau,37.89,58.53,site,"Anau, Ahal, Turkmenistan"
Turkmenistan_IA_Takhirbai,37.95,62.20,site,"Takhirbai, Margiana, Turkmenistan"
Turkmenistan_LBA_Parkhai,38.43,56.29,site,"Parkhai, Sumbar valley, Turkmenistan"
Turkmenistan_LBA_Sumbar,38.40,56.30,district,"Sumbar valley, Balkan, Turkmenistan"
Turkmenistan_MBA_Parkhai,38.43,56.29,site,"Parkhai, Sumbar valley, Turkmenistan"
Turkmenistan_MBA_Ulug-Depe,37.25,60.00,site,"Ulug Depe, Dushak, Turkmenistan"
Tuva_EIA_Uyuk,52.05,93.65,district,"Uyuk valley (Arzhan), Tuva, Russia"
Tyumen_N_Koshkino-Boborykino_Mergen,56.18,69.30,site,"Mergen, Ishim district, Tyumen, Russia"
Tyumen_N_Sosnovyi_Ostrov,57.05,65.70,guess,"Sosnovyi Ostrov, Andreevskoe lake, Tyumen, Russia"
USA_Alaska_Ancient_Beringian,64.00,-146.90,site,"Upward Sun River, Alaska, USA"
USA_Alaska_Athabaskan_1100BP,62.95,-155.60,site,"Tochak McGrath, Alaska, USA"
USA_Alaska_Athabaskan_Late_Modern,62.95,-155.60,site,"Tochak McGrath, Alaska, USA"
USA_Alaska_Neo-Aleut,53.40,-168.40,region,"Aleutian Islands (Umnak), Alaska, USA"
USA_Alaska_Paleo-Aleut,53.40,-168.40,region,"Aleutian Islands (Umnak), Alaska, USA"
USA_Alaska_Trail_Creek_9000BP,65.80,-164.50,site,"Trail Creek Caves, Seward Peninsula, Alaska, USA"
USA_California_Carmel_Precolonial,36.55,-121.92,site,"Carmel, California, USA"
USA_California_Carpinteria_7000BP,34.40,-119.52,site,"Carpinteria, California, USA"
USA_California_Castroville_Precolonial,36.77,-121.76,site,"Castroville, California, USA"
USA_California_Cave_of_the_Skulls_1500BP,37.90,-120.50,guess,"Sierra foothills, California, USA"
USA_California_Goleta_1200BP,34.44,-119.83,site,"Goleta, California, USA"
USA_California_Goleta_1700BP,34.44,-119.83,site,"Goleta, California, USA"
USA_California_Goleta_2600BP,34.44,-119.83,site,"Goleta, California, USA"
USA_California_Goleta_3000BP,34.44,-119.83,site,"Goleta, California, USA"
USA_California_Goleta_4700BP,34.44,-119.83,site,"Goleta, California, USA"
USA_California_Goleta_Precolonial,34.44,-119.83,site,"Goleta, California, USA"
USA_California_Lake_Cachuma_Precolonial,34.58,-119.98,site,"Lake Cachuma, California, USA"
USA_California_Malibu_3400BP,34.03,-118.70,site,"Malibu, California, USA"
USA_California_Moaning_Cave_Precolonial,38.07,-120.47,site,"Moaning Cave, Calaveras County, California, USA"
USA_California_Monterey_1000BP,36.60,-121.89,site,"Monterey, California, USA"
USA_California_New_Cuyama_Precolonial_Mainland_Chumash,34.95,-119.69,site,"New Cuyama, California, USA"
USA_California_Ojai_1400BP,34.45,-119.24,site,"Ojai, California, USA"
USA_California_Pacific_Grove_200BP,36.62,-121.92,site,"Pacific Grove, California, USA"
USA_California_Pacific_Grove_5200BP,36.62,-121.92,site,"Pacific Grove, California, USA"
USA_California_Point_Sal_Precolonial_Mainland_Chumash,34.90,-120.67,site,"Point Sal, California, USA"
USA_California_Rancho_San_Carlos_Precolonial,36.48,-121.80,site,"Rancho San Carlos, Carmel Valley, California, USA"
USA_California_San_Francisco_Bay_Precolonial_Period-Late_Modern,37.70,-122.20,region,"San Francisco Bay, California, USA"
