label,lat,lon,precision,place
Kazakhstan_EBA_Bestamak,52.00,63.70,site,"Bestamak, Kostanay Region, Kazakhstan"
Kazakhstan_EBA_Dali,45.30,79.10,site,"Dali, Dzhungar Alatau, Almaty Region, Kazakhstan"
Kazakhstan_EBA_Kumsay,48.60,58.50,guess,"Kumsay, Aktobe Region, Kazakhstan"
Kazakhstan_EBA_Yamnaya_Karagash,49.50,73.50,site,"Karagash, Karaganda Region, Kazakhstan"
Kazakhstan_EBA_Yamnaya_Mereke,50.50,57.50,guess,"Mereke, Aktobe Region, Kazakhstan"
Kazakhstan_EMBA_Gregorievka,49.60,83.30,site,"Grigorievka, East Kazakhstan"
Kazakhstan_EMBA_Sjolpan,49.50,82.50,guess,"Sholpan, East Kazakhstan"
Kazakhstan_Early-High_Medieval_Karakhanid_Butakty,43.20,76.95,site,"Butakty, Almaty, Kazakhstan"
Kazakhstan_Early-High_Medieval_Karluk_Butakty,43.20,76.95,site,"Butakty, Almaty, Kazakhstan"
Kazakhstan_Early-High_Medieval_Karluk_Period_Kayalyk,45.45,80.10,site,"Kayalyk (Koylyk), Almaty Region, Kazakhstan"
Kazakhstan_Early-High_Medieval_Nomad_Spartak,43.30,77.20,guess,"Spartak, Almaty Region, Kazakhstan"
Kazakhstan_Early_Medieval_Karluk_Butakty,43.20,76.95,site,"Butakty, Almaty, Kazakhstan"
Kazakhstan_Early_Medieval_Kimak_Grigorjevka,49.60,83.30,site,"Grigorievka, East Kazakhstan"
Kazakhstan_Early_Medieval_Nomad_Almaly,43.50,77.50,guess,"Almaly, Almaty Region, Kazakhstan"
Kazakhstan_Early_Medieval_Nomad_Issyk,43.35,77.45,site,"Issyk (Esik), Almaty Region, Kazakhstan"
Kazakhstan_Early_Medieval_Nomad_Spartak,43.30,77.20,guess,"Spartak, Almaty Region, Kazakhstan"
Kazakhstan_Early_Medieval_Sjauke,50.00,82.00,guess,"Shauke, East Kazakhstan"
Kazakhstan_Early_Medieval_Turk,48.00,68.00,country,"Kazakhstan"
Kazakhstan_Early_Medieval_Uygur_Period_Karakaba,49.00,86.00,site,"Karakaba, Katon-Karagai, East Kazakhstan"
Kazakhstan_Early_Modern_Kuygenzhar,51.20,71.50,site,"Kuygenzhar, near Astana, Kazakhstan"
Kazakhstan_High_Medieval-Early_Modern_Golden_Horde_Karasuyr,49.00,71.00,guess,"Karasuyr, Karaganda Region, Kazakhstan"
