label,lat,lon,precision,place
Lebanese_Arab_Muslim_Sunni_Dinniyeh,34.40,36.05,district,"Dinniyeh, North Governorate, Lebanon"
Lebanese_Arab_Muslim_Sunni_Koura,34.35,35.83,district,"Koura District, North Lebanon"
Lebanese_Arab_Muslim_Sunni_Tripoli,34.44,35.84,site,"Tripoli, Lebanon"
Lebanese_Arab_Muslim_Sunni_Zgharta,34.40,35.90,district,"Zgharta, North Lebanon"
Lebbo,1.10,116.60,ethnic,"Lebbo' area, East Kalimantan, Indonesia"
Lemande,4.75,11.30,ethnic,"Nomaande (Lemande) area, Mbam, Centre Region, Cameroon"
Lezgin,41.70,47.90,ethnic,"Lezgin lands, southern Dagestan / northern Azerbaijan"
Li,18.90,109.50,ethnic,"Li homeland, central Hainan, China"
Libyan_Arab,32.60,13.20,country,"Libya (Tripolitania)"
Libyan_Arab_Tripoli,32.89,13.19,site,"Tripoli, Libya"
Libyan_Jew,32.89,13.19,ethnic,"Tripoli, Libya"
Lithuanian,55.30,23.90,country,"Lithuania"
Lithuanian_East_Aukstaitija,55.30,25.60,district,"East Aukstaitija (Ignalina area), Lithuania"
Lithuanian_North_Zemaitija,56.20,22.30,district,"North Samogitia (Mazeikiai area), Lithuania"
Lithuanian_South_Aukstaitija,54.70,24.60,district,"South Aukstaitija (Alytus area), Lithuania"
Lithuanian_South_Zemaitija,55.25,22.30,district,"South Samogitia (Taurage area), Lithuania"
Lithuanian_West_Aukstaitija,55.40,23.70,district,"West Aukstaitija (Kedainiai area), Lithuania"
Lithuanian_West_Zemaitija,55.90,21.60,district,"West Samogitia (Plunge-Kretinga), Lithuania"
Luhya,0.28,34.75,ethnic,"Kakamega, western Kenya"
Luo_Kenya,-0.09,34.77,ethnic,"Kisumu, Nyanza, Kenya"
Lur,33.49,48.36,ethnic,"Khorramabad, Lorestan, Iran"
Maba,13.83,20.83,ethnic,"Abeche, Ouaddai, Chad"
Macedonian_North_Macedonia,41.60,21.75,country,"North Macedonia"
Mada,8.75,8.60,ethnic,"Mada area, Nasarawa State, Nigeria"
Madhesi_Brahmin,26.80,85.90,region,"Terai (Madhesh), southern Nepal"
Madiga_Andhra_Pradesh,15.90,79.74,region,"Andhra Pradesh, India"
Magar,28.20,83.20,ethnic,"Magar homeland, western hills, Nepal"
Makhuwa,-15.12,39.27,ethnic,"Nampula, northern Mozambique"
Makrani,25.30,63.00,ethnic,"Makran coast, Balochistan, Pakistan"
Malagasy_Mikea,-22.20,43.50,ethnic,"Mikea Forest, southwest Madagascar"
Malagasy_Sofia,-14.87,47.98,district,"Sofia Region (Antsohihy), Madagascar"
Malagasy_Temoro,-22.13,48.02,ethnic,"Antemoro country (Manakara), southeast Madagascar"
Malagasy_Toliara,-23.35,43.67,site,"Toliara, Madagascar"
Malagasy_Vezo,-22.50,43.30,ethnic,"Vezo coast, southwest Madagascar"
Malay_Malaysia,3.14,101.69,country,"Kuala Lumpur, Malaysia"
Malay_Singapore,1.35,103.82,country,"Singapore"
Malayali_Brahmin_Nambudiri,10.53,76.21,region,"Nambudiri heartland (Thrissur), Kerala, India"
Malayali_Christian,9.59,76.52,region,"Kottayam, Kerala, India"
Malayali_Christian_Knanaya,9.59,76.52,region,"Kottayam, Kerala, India"
Malayali_Christian_Nasrani,9.59,76.52,region,"Kottayam, Kerala, India"
Malayali_Christian_Roman_Catholic,9.98,76.28,region,"Ernakulam, Kerala, India"
Malayali_Ezhava,9.90,76.50,ethnic,"Central Kerala, India"
Malayali_Muslim,11.25,75.78,region,"Malabar (Kozhikode), Kerala, India"
Malayali_Nair,10.00,76.50,ethnic,"Central Kerala, India"
Malayali_Nair_Bania_Chettiar,10.00,76.50,guess,"Central Kerala, India"
Malayali_Nair_Maniyani,11.87,75.37,region,"North Malabar (Kannur), Kerala, India"
Malayali_Nair_Nambiar,11.87,75.37,region,"North Malabar (Kannur), Kerala, India"
Malayali_Poduval,11.70,75.60,guess,"North Malabar, Kerala, India"
Malayali_Thiyya,11.50,75.70,ethnic,"North Malabar (Kozhikode-Kannur), Kerala, India"
Malayali_Vishwakarma,10.50,76.30,ethnic,"Kerala, India"
Malayan,10.50,76.60,ethnic,"Malayan tribal area, eastern Kerala, India"
Malinke_Mali,12.80,-9.50,ethnic,"Malinke country (Kita-Bamako), Mali"
Maltese,35.90,14.45,country,"Malta"
Mamanwa,9.60,125.60,ethnic,"Surigao del Norte, Mindanao, Philippines"
Manchu,42.00,124.00,ethnic,"Manchu homeland, Liaoning-Jilin, China"
Manchu_Aisin-Gioro,41.73,125.03,guess,"Hetu Ala / Xinbin, Liaoning, China"
Manchu_Gejile,41.80,124.00,guess,"Manchu area, Liaoning, China"
Manchu_Guaerjia,41.80,124.00,guess,"Manchu area (Gūwalgiya clan), Liaoning, China"
Manchu_Guizhou_Bijie,27.30,105.29,site,"Bijie, Guizhou, China"
Manchu_Guizhou_Jinsha,27.46,106.22,site,"Jinsha County, Bijie, Guizhou, China"
Manchu_Hesheli,41.80,124.00,guess,"Manchu area (Hesheli clan), Liaoning, China"
Manchu_Jueercha,41.80,124.00,guess,"Manchu area (Jueercha clan), Liaoning, China"
Manchu_Liaoning,41.80,123.43,district,"Liaoning, China"
Manchu_Liaoning_Jinzhou,41.10,121.13,site,"Jinzhou, Liaoning, China"
Manchu_Tongjia,41.80,124.00,guess,"Manchu area (Tunggiya clan), Liaoning, China"
Manchu_Wusu,41.80,124.00,guess,"Manchu area (Wusu clan), Liaoning, China"
Manchu_Xinbin,41.73,125.03,site,"Xinbin Manchu Autonomous County, Liaoning, China"
Manchu_Yhyegjl,41.80,124.00,guess,"Manchu area, Liaoning, China"
Mandaean_Iraq,31.05,46.26,ethnic,"Nasiriyah, southern Iraq"
Mandar,-3.55,118.97,ethnic,"Majene, West Sulawesi, Indonesia"
Mandinka_Gambia,13.45,-15.50,ethnic,"Mandinka areas, central Gambia"
Mandinka_Senegal,13.00,-15.00,ethnic,"Mandinka areas, southeastern Senegal / Casamance"
