label,lat,lon,precision,place
Abazin,44.22,42.05,ethnic,"Karachay-Cherkessia, Russia"
Abdal,39.47,76.00,guess,"Aynu (Abdal) area, southern Xinjiang, China"
Abkhazian,43.00,41.02,ethnic,"Sukhumi, Abkhazia"
Aeta,15.30,120.20,ethnic,"Zambales/Pampanga, Luzon, Philippines"
Afar_Ethiopia,11.79,41.00,district,"Afar Region, Ethiopia"
African_American,33.75,-84.39,guess,"Atlanta, Georgia, USA"
Afrikaner,-25.75,28.19,ethnic,"Pretoria, South Africa"
Afro-Kuwaiti,29.38,47.99,guess,"Kuwait City, Kuwait"
Agaw,10.90,36.90,ethnic,"Agew Awi, Amhara, Ethiopia"
Aghem,6.38,10.07,ethnic,"Wum, Northwest Region, Cameroon"
Agta,17.00,122.00,ethnic,"Sierra Madre, northeastern Luzon, Philippines"
Akan_Ghana,6.69,-1.62,ethnic,"Kumasi, Ashanti, Ghana"
Akha_Thailand,20.00,99.90,district,"Chiang Rai Province, Thailand"
Akhvakh,42.40,46.20,district,"Akhvakhsky District, Dagestan, Russia"
Alawite_Syria,35.52,35.79,region,"Latakia, Syria"
Alawite_Turkey,36.20,36.16,district,"Hatay Province, Turkey"
Albanian,41.33,19.82,country,"Tirana, Albania"
Albanian_Gheg,42.07,19.51,region,"Shkoder, northern Albania"
Albanian_Gheg_Kosovo,42.66,21.16,region,"Pristina, Kosovo"
Albanian_Gheg_Montenegro,41.93,19.22,district,"Ulcinj, Montenegro"
Albanian_Gheg_North_Macedonia,42.01,20.97,region,"Tetovo, North Macedonia"
Albanian_Gheg_Serbia,42.31,21.65,district,"Presevo Valley, Serbia"
Albanian_Tosk,40.62,20.78,region,"Korce, southern Albania"
Albanian_Tosk_Cham_Greece,39.50,20.40,region,"Chameria (Thesprotia), Epirus, Greece"
Albanian_Tosk_North_Macedonia,41.18,20.68,district,"Struga, North Macedonia"
Aleut_(European-Mixed),53.87,-166.54,ethnic,"Unalaska, Aleutian Islands, Alaska, USA"
Algerian_Arab,36.75,3.06,country,"Algiers, Algeria"
Algerian_Arab-Berber,36.20,2.80,country,"northern Algeria"
Algerian_Arab_Algiers,36.75,3.06,site,"Algiers, Algeria"
Algerian_Jew,36.75,3.06,ethnic,"Algiers, Algeria"
Algonquin_(European-Mixed),46.80,-77.00,ethnic,"Ottawa Valley, Quebec/Ontario, Canada"
Alor,-8.25,124.60,district,"Alor Island, Indonesia"
Alsatian_Bas-Rhin,48.58,7.75,district,"Strasbourg, Bas-Rhin, France"
Alsatian_Haut-Rhin,48.08,7.36,district,"Colmar, Haut-Rhin, France"
Altai-Kizhi,50.75,86.15,ethnic,"Ongudai, southern Altai Republic, Russia"
Altaian,51.96,85.96,ethnic,"Gorno-Altaysk, Altai Republic, Russia"
Alur,2.48,31.09,ethnic,"Nebbi, northwestern Uganda"
Amerindian_North,45.00,-100.00,guess,"Northern Great Plains, North America"
Amhara,11.60,37.40,ethnic,"Bahir Dar, Amhara, Ethiopia"
Ami,23.80,121.50,ethnic,"Hualien, eastern Taiwan"
Anakalangu,-9.60,119.50,district,"Anakalang, Sumba, Indonesia"
Andhra_Pradeshi_Brahmin,16.50,80.60,region,"Andhra Pradesh, India"
Andi,42.75,46.20,ethnic,"Andi, Botlikhsky District, Dagestan, Russia"
Anglo-American,39.50,-98.35,country,"United States"
Anglo-American_Utah,40.76,-111.89,district,"Salt Lake City, Utah, USA"
Anglo-Canadian,43.65,-79.38,country,"Toronto, Ontario, Canada"
Anglo-New_Zealander,-41.29,174.78,country,"Wellington, New Zealand"
Anuak_Ethiopia,8.25,34.59,ethnic,"Gambela, Ethiopia"
Argentine_Euro-Mestizo,-34.60,-58.38,country,"Buenos Aires, Argentina"
Ari,5.78,36.57,ethnic,"Jinka, South Omo, Ethiopia"
Ari_Blacksmith,5.78,36.57,ethnic,"Jinka, South Omo, Ethiopia"
Ari_Cultivator,5.78,36.57,ethnic,"Jinka, South Omo, Ethiopia"
Aringa,3.46,31.25,ethnic,"Yumbe District, Uganda"
Armenian,40.18,44.51,country,"Yerevan, Armenia"
Armenian_Adana,37.00,35.32,site,"Adana, Turkey"
Armenian_Aintab,37.07,37.38,site,"Gaziantep (Aintab), Turkey"
Armenian_Alashkert,39.80,42.68,site,"Eleskirt (Alashkert), Agri, Turkey"
Armenian_Amasia,40.65,35.83,site,"Amasya, Turkey"
Armenian_Ararat,39.95,44.55,district,"Ararat Province, Armenia"
Armenian_Artsakh,39.82,46.75,region,"Stepanakert, Nagorno-Karabakh"
Armenian_Artvin,41.18,41.82,district,"Artvin, Turkey"
Armenian_Ashtarak,40.30,44.36,site,"Ashtarak, Armenia"
Armenian_Bayazet,39.55,44.08,site,"Dogubayazit (Bayazet), Turkey"
Armenian_Erzurum,39.90,41.27,site,"Erzurum, Turkey"
Armenian_Gardman,40.60,46.00,region,"Gardman (Shamkir/Gadabay), Azerbaijan"
Armenian_Gegharkunik,40.35,45.13,district,"Gegharkunik Province, Armenia"
Armenian_Gesaria,38.73,35.49,site,"Kayseri (Gesaria), Turkey"
Armenian_Gurin,38.72,37.27,site,"Gurun, Sivas, Turkey"
Armenian_Halep,36.20,37.16,site,"Aleppo, Syria"
Armenian_Hemshin,41.05,40.90,district,"Hemsin, Rize, Turkey"
Armenian_Iran,32.64,51.65,country,"New Julfa, Isfahan, Iran"
Armenian_Kars,40.60,43.10,site,"Kars, Turkey"
Armenian_Kessab,35.93,35.99,site,"Kessab, Syria"
Armenian_Kharberd,38.71,39.22,site,"Harput (Kharberd), Elazig, Turkey"
Armenian_Lebanon,33.89,35.54,country,"Bourj Hammoud, Beirut, Lebanon"
Armenian_Lori,40.81,44.49,district,"Lori Province (Vanadzor), Armenia"
Armenian_Mardin,37.31,40.74,site,"Mardin, Turkey"
Armenian_Mush,38.73,41.49,site,"Mus, Turkey"
Armenian_Parspatunik,38.60,44.80,guess,"Parspatunik, historical Vaspurakan, Turkey/Iran border"
Armenian_Sasun,38.33,41.40,site,"Sason (Sasun), Batman, Turkey"
Armenian_Sebastia,39.75,37.02,site,"Sivas (Sebastia), Turkey"
Armenian_Shamakhi,40.63,48.64,site,"Shamakhi, Azerbaijan"
Armenian_Syunik,39.20,46.40,district,"Syunik Province (Kapan), Armenia"
Armenian_Tigranakert_(Diyarbakir),37.91,40.24,site,"Diyarbakir, Turkey"
Armenian_Urfa,37.15,38.79,site,"Sanliurfa, Turkey"
Armenian_Van,38.49,43.38,site,"Van, Turkey"
Armenian_Yerevan,40.18,44.51,site,"Yerevan, Armenia"
Ashaninka,-11.00,-74.30,ethnic,"Junin/Ucayali, Peruvian Amazon"
Ashkenazi_Jew,52.23,21.01,guess,"Warsaw, Poland"
Ashkenazi_Jew_Austria,48.21,16.37,country,"Vienna, Austria"
Ashkenazi_Jew_Belarus,53.90,27.57,country,"Minsk, Belarus"
Ashkenazi_Jew_France,48.86,2.35,country,"Paris, France"
Ashkenazi_Jew_Germany,52.52,13.40,country,"Berlin, Germany"
Ashkenazi_Jew_Latvia,56.95,24.11,country,"Riga, Latvia"
Ashkenazi_Jew_Lithuania,54.69,25.28,country,"Vilnius, Lithuania"
Ashkenazi_Jew_Poland,52.23,21.01,country,"Warsaw, Poland"
Ashkenazi_Jew_Romania,44.43,26.10,country,"Bucharest, Romania"
Ashkenazi_Jew_Russia,55.76,37.62,country,"Moscow, Russia"
Ashkenazi_Jew_Ukraine,50.45,30.52,country,"Kyiv, Ukraine"
Assamese,26.14,91.74,region,"Guwahati, Assam, India"
Assamese_Brahmin,26.14,91.74,region,"Guwahati, Assam, India"
Assyrian_Chaldean_Catholic_Iraq,36.73,43.10,region,"Alqosh, Nineveh Plains, Iraq"
Assyrian_Iran_Urmia,37.55,45.07,site,"Urmia, Iran"
Assyrian_Iraq,36.50,43.20,region,"Nineveh Plains, Iraq"
Assyrian_Syriac_Orthodox_Turkey_Tur_Abdin,37.42,41.37,district,"Midyat, Tur Abdin, Turkey"
Assyrian_Turkey_Hakkari,37.58,43.74,district,"Hakkari, Turkey"
Asur,23.50,84.50,ethnic,"Netarhat/Gumla, Jharkhand, India"
Atayal,24.40,121.30,ethnic,"northern mountains, Taiwan"
Australian_Aboriginal,-23.70,133.88,ethnic,"Alice Springs, Northern Territory, Australia"
Austrian,48.21,16.37,country,"Vienna, Austria"
Austrian_Carinthia,46.62,14.31,district,"Klagenfurt, Carinthia, Austria"
Avar,42.55,46.70,ethnic,"Khunzakh, Dagestan, Russia"
Awadhi_Brahmin_Saryupareen,26.79,82.20,region,"Ayodhya, Awadh, Uttar Pradesh, India"
Awadhi_Muslim,26.85,80.95,region,"Lucknow, Awadh, Uttar Pradesh, India"
Aymara_Bolivia,-16.50,-68.15,ethnic,"La Paz, Bolivia"
Aymara_Peru,-15.84,-70.02,ethnic,"Puno, Peru"
Aymara_Peru_Titicaca,-15.80,-69.50,district,"Lake Titicaca, Peru"
Azeri_Armenia,40.18,44.51,country,"Armenia (former Azeri communities)"
Azeri_Azerbaijan,40.41,49.87,country,"Baku, Azerbaijan"
Azeri_Azerbaijan_Aghjabadi,40.05,47.46,site,"Aghjabadi, Azerbaijan"
Azeri_Azerbaijan_Aghstafa,41.12,45.45,site,"Agstafa, Azerbaijan"
Azeri_Azerbaijan_Gabala,40.98,47.85,site,"Gabala, Azerbaijan"
Azeri_Azerbaijan_Karabakh,39.87,46.75,region,"Karabakh, Azerbaijan"
Azeri_Azerbaijan_Nakhchivan,39.21,45.41,region,"Nakhchivan, Azerbaijan"
Azeri_Azerbaijan_Qazax,41.09,45.37,site,"Qazax, Azerbaijan"
Azeri_Azerbaijan_Shaki,41.19,47.17,site,"Shaki, Azerbaijan"
Azeri_Azerbaijan_Shamkir,40.83,46.02,site,"Shamkir, Azerbaijan"
Azeri_Dagestan,42.06,48.29,district,"Derbent, Dagestan, Russia"
Azeri_Georgia,41.47,44.81,district,"Marneuli, Kvemo Kartli, Georgia"
Azeri_Iran,38.08,46.29,region,"Iranian Azerbaijan (Tabriz), Iran"
Azeri_Iran_Ardabil,38.25,48.29,district,"Ardabil, Iran"
Azeri_Iran_East_Azerbaijan_Tabriz,38.08,46.29,site,"Tabriz, Iran"
Azeri_Iran_Tehran,35.69,51.39,site,"Tehran, Iran"
Azeri_Iran_West_Azerbaijan_Maku,39.29,44.51,site,"Maku, Iran"
Azeri_Iran_Zanjan,36.68,48.50,district,"Zanjan, Iran"
Azeri_Turkey_Igdir,39.92,44.04,site,"Igdir, Turkey"
Azeri_Turkey_Kars,40.60,43.10,site,"Kars, Turkey"
Baggara_Chad_A,12.10,20.30,ethnic,"Salamat/Batha, Chad"
Baggara_Chad_B,12.10,20.30,ethnic,"Salamat/Batha, Chad"
Baggara_Chad_C,12.10,20.30,ethnic,"Salamat/Batha, Chad"
Baggara_Messiria_Sudan,11.80,28.40,ethnic,"Muglad, West Kordofan, Sudan"
Baggara_Sudan,12.00,27.00,ethnic,"Kordofan/Darfur, Sudan"
Bagvalal,42.30,46.00,ethnic,"Tsumadinsky District, Dagestan, Russia"
Bai,25.60,100.27,ethnic,"Dali, Yunnan, China"
Bai_Guizhou_Bijie,27.30,105.29,site,"Bijie, Guizhou, China"
Baining,-4.40,152.00,ethnic,"East New Britain, Papua New Guinea"
Bajo,-5.30,123.00,ethnic,"Bajo (Sama-Bajau), southeast Sulawesi, Indonesia"
Baka,2.70,14.50,ethnic,"southeastern Cameroon"
Bakoko,3.80,10.13,ethnic,"Edea, Cameroon"
Bakola,2.95,10.20,ethnic,"Kribi hinterland, southwestern Cameroon"
Balinese,-8.40,115.19,ethnic,"Bali, Indonesia"
Balkar,43.40,42.90,ethnic,"Tyrnyauz, Kabardino-Balkaria, Russia"
Balochi_Iran,29.50,60.86,region,"Zahedan, Sistan and Baluchestan, Iran"
Balochi_Pakistan,30.18,66.99,region,"Quetta, Balochistan, Pakistan"
Balti,35.30,75.63,ethnic,"Skardu, Baltistan, Pakistan"
Bamar,21.98,96.08,ethnic,"Mandalay, Myanmar"
Bambara_Mali,12.65,-8.00,ethnic,"Bamako/Segou, Mali"
Bangwa,5.60,9.95,ethnic,"Lebialem, Southwest Region, Cameroon"
Bari,4.85,31.58,ethnic,"Juba, South Sudan"
Bashkir,54.74,55.97,ethnic,"Ufa, Bashkortostan, Russia"
Bashkir_Baimaksky,52.59,58.31,district,"Baymaksky District, Bashkortostan, Russia"
Bashkir_Kugarchinsky,52.72,56.63,district,"Kugarchinsky District, Bashkortostan, Russia"
Bashkir_Miyakinsky,53.63,54.83,district,"Miyakinsky District, Bashkortostan, Russia"
Basque_France,43.49,-1.48,region,"Bayonne, French Basque Country"
Basque_France_Labourd,43.40,-1.45,district,"Labourd, Pyrenees-Atlantiques, France"
Basque_France_Lower_Navarre,43.16,-1.24,district,"Saint-Jean-Pied-de-Port, Lower Navarre, France"
Basque_France_Soule,43.22,-0.88,district,"Mauleon-Licharre, Soule, France"
Basque_Spain,43.26,-2.93,region,"Bilbao, Basque Country, Spain"
Basque_Spain_Alava,42.85,-2.67,district,"Vitoria-Gasteiz, Alava, Spain"
Basque_Spain_Biscay,43.26,-2.93,district,"Biscay, Spain"
Basque_Spain_Gipuzkoa_Central,43.13,-2.20,district,"central Gipuzkoa, Spain"
Basque_Spain_Gipuzkoa_Southwest,43.00,-2.42,district,"Onati/Bergara, southwest Gipuzkoa, Spain"
Basque_Spain_Gipuzkoa_Tolosa,43.13,-2.07,site,"Tolosa, Gipuzkoa, Spain"
Basque_Spain_Navarre,42.81,-1.64,district,"Pamplona, Navarre, Spain"
Basque_Spain_Navarre_Central-West,42.67,-2.03,district,"Estella, Navarre, Spain"
Basque_Spain_Navarre_Northwest,43.10,-1.70,district,"Baztan/Leitza, northwest Navarre, Spain"
Basque_Spain_Navarre_Roncal,42.80,-0.95,district,"Roncal Valley, Navarre, Spain"
Baster,-23.32,17.08,ethnic,"Rehoboth, Namibia"
Batak_Palawan,10.40,119.00,ethnic,"northern Palawan, Philippines"
Batak_Toba,2.60,98.90,ethnic,"Lake Toba, North Sumatra, Indonesia"
Bedik,12.53,-12.32,ethnic,"Bandafassi, Kedougou, Senegal"
Bedouin_Algeria,33.80,2.87,ethnic,"Laghouat, Algerian steppe"
Bedouin_Jordan,31.20,36.50,ethnic,"eastern desert, Jordan"
Bedouin_Libya,31.50,20.00,ethnic,"Cyrenaica, Libya"
Bedouin_Negev,31.25,34.79,district,"Negev (Beersheba), Israel"
Bedouin_Sudan_Rashaida,17.50,37.50,ethnic,"Red Sea coast, eastern Sudan"
Bedouin_Syria,34.60,38.30,ethnic,"Syrian Desert (Palmyra), Syria"
Bedzan,5.80,11.30,ethnic,"Ngambe Tikar, Cameroon"
Beja_Beni-Amer,15.45,36.40,ethnic,"Kassala, Sudan/Eritrea border"
Beja_Hadendowa,18.83,36.83,ethnic,"Sinkat, Red Sea State, Sudan"
Belarusian,53.90,27.57,country,"Minsk, Belarus"
Belgian,50.85,4.35,country,"Brussels, Belgium"
Bengali,22.57,88.36,region,"Bengal (Kolkata), India"
Bengali_Bangladesh,23.81,90.41,country,"Dhaka, Bangladesh"
Bengali_Bangladesh_Brahmanbaria,23.96,91.11,district,"Brahmanbaria, Bangladesh"
Bengali_Bangladesh_Southeast,22.36,91.78,region,"Chittagong, southeastern Bangladesh"
Bengali_Bangladesh_Sylhet,24.90,91.87,district,"Sylhet, Bangladesh"
Bengali_Brahmin_West_Bengal,22.57,88.36,region,"West Bengal (Kolkata), India"
Bengali_India,22.57,88.36,region,"West Bengal (Kolkata), India"
Berber_Algeria_Gourara_Timimoun,29.26,0.24,site,"Timimoun, Gourara, Algeria"
Berber_Algeria_Kabyle,36.71,4.05,region,"Tizi Ouzou, Kabylia, Algeria"
Berber_Algeria_Mozabite,32.49,3.67,site,"Ghardaia (Mzab), Algeria"
Berber_Algeria_Shawiya,35.55,6.17,region,"Aures (Batna), Algeria"
Berber_Algeria_Tuareg,22.79,5.53,region,"Tamanrasset, Algeria"
Berber_Egypt_Hawwara,26.16,32.72,district,"Qena, Upper Egypt"
Berber_Mali_Tuareg,18.44,1.41,region,"Kidal, Mali"
Berber_Morocco_Central_Atlas_Tamazight,32.94,-5.67,region,"Khenifra, Middle Atlas, Morocco"
Berber_Morocco_Central_Atlas_Tamazight_Errachidia,31.93,-4.42,site,"Errachidia, Morocco"
Berber_Morocco_Eastern_Middle_Atlas_Tamazight,33.37,-4.73,district,"Boulemane, eastern Middle Atlas, Morocco"
Berber_Morocco_Riffian,35.25,-3.93,region,"Al Hoceima, Rif, Morocco"
Berber_Morocco_Senhaja_de_Srair,34.90,-4.55,district,"Ketama, Senhaja de Srair, Morocco"
Berber_Morocco_Shilha,30.42,-9.60,region,"Souss (Agadir), Morocco"
Berber_Morocco_Shilha_Ait_Atta,31.00,-6.00,district,"Jbel Saghro (Ait Atta), Morocco"
Berber_Morocco_Shilha_Ouarzazate,30.93,-6.91,site,"Ouarzazate, Morocco"
Berber_Morocco_Shilha_Tiznit,29.70,-9.73,site,"Tiznit, Morocco"
Berber_Tunisia_East_Zenati_Chenini,32.90,10.27,site,"Chenini, Tataouine, Tunisia"
Berber_Tunisia_East_Zenati_Djerba,33.80,10.86,site,"Djerba, Tunisia"
Berber_Tunisia_East_Zenati_Matmata,33.54,9.97,site,"Matmata, Tunisia"
